solver,problem,mrep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTRODF_0a,CNTNEWS-1_5a,0,"(20, 20, 20, 20)","(25.126319133061873, 21.411223755383467, 21.49939361532167, 21.050664097731314)","(37.68996155494277, 26.165329042766018, 26.560875281632, 24.490935943701885)","(62.96537711115952, 45.22053069567025, 47.048555399019875, 33.42287853555863)","(55.892812658361834, 66.19022602497895, 76.91143153411483, 44.37419422938696)","(56.84614012439779, 118.01666897458446, 151.5297960334703, 68.711757815542)","(71.21616969335616, 120.66452390188346, 140.23017252355268, 127.65530007153396)","(22.901608271346632, 81.59720093681224, 163.5597877300329, 8.735866314995477)","(23.646593201254053, 79.20055724453138, 149.42442477939048, 0.01)","(2.914544082067639, 2.2695129455470493, 137.3527356120325, 0.01)","(12.473070163876182, 0.01, 251.11331353304797, 9.522327855271104)","(29.484749642225097, 9.95765806216085, 217.2806378276805, 0.01)","(32.90177593969727, 81.57894327794384, 145.6383931247829, 42.30556000169754)","(60.15284997554241, 78.13930780636106, 123.23659638406488, 79.61899812451536)","(56.88928822423847, 86.31991790541619, 141.81203157513337, 53.22946846580521)","(42.170219979237395, 42.28944184876423, 153.46363443986044, 83.5656730303445)","(64.50393861084495, 86.02689809434173, 127.46471534337049, 53.24293044466154)","(64.50393861084495, 86.02689809434173, 127.46471534337049, 53.24293044466154)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTRODF_0a,CNTNEWS-1_5a,1,"(20, 20, 20, 20)","(25.098405697072515, 21.448420792942514, 21.53891463416234, 21.07835750337033)","(37.31404234457955, 26.507576165060385, 26.9260925572949, 24.82831447143604)","(61.65302418086655, 46.258863218710616, 48.22418347497337, 32.91311025045385)","(55.565216495149684, 68.05424366911213, 78.06746095719899, 42.850451663115024)","(57.05738356228874, 93.78065550586105, 137.10104599816108, 57.75615365501274)","(46.21678818779436, 72.43347256589064, 96.05103344867246, 54.10578409800636)","(54.56477670859969, 73.90726205988953, 124.5581165890184, 45.43069688964267)","(45.26376529159682, 75.14459970116114, 116.58045297563365, 53.1151308341869)","(51.18297781020959, 75.37900589092901, 121.11163023907055, 47.33488030470973)","(49.56179859909761, 75.78804973273768, 121.89021847632596, 47.631341494633304)","(44.77398618668531, 76.31691693123965, 122.277163206827, 48.46389298419602)","(50.04664756335053, 75.03267658054422, 121.01196844688621, 48.44622885108401)","(49.268680047695966, 75.8315433609048, 120.61284243536177, 51.89203149081402)","(49.268680047695966, 75.8315433609048, 120.61284243536177, 51.89203149081402)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTRODF_0a,CNTNEWS-1_5a,2,"(20, 20, 20, 20)","(25.146517964322797, 21.38355274361929, 21.469993785414875, 21.030062872378057)","(37.95203476536008, 25.956767745158373, 26.33392432607394, 24.087401375826964)","(64.51210720156311, 44.71511132840816, 46.31471630522495, 30.79016399367462)","(58.75124479478687, 67.60292541390103, 75.81425822673822, 39.4046537503526)","(59.49607864773527, 122.35162026418905, 147.83962495091106, 61.735034526126555)","(13.006815416982079, 62.411935578501904, 150.98574318545565, 0.01)","(0.01, 182.17720076300893, 156.7332450871883, 0.01)","(3.683291339491172, 174.53279959680935, 152.4838708164878, 0.01)","(67.65131150541121, 59.2235462080195, 101.65713270718487, 0.01)","(63.98646408009521, 125.59428221644708, 163.00055774603038, 53.43134262698842)","(67.11239276061795, 81.34876100034705, 102.5931615764273, 64.31260347307254)","(52.39225260140922, 73.25368319465103, 136.61659082169703, 32.956811133726205)","(54.7605233091153, 80.43498265069891, 124.89421689521161, 58.781622940414536)","(56.79517139529487, 83.99399691696327, 122.74957689410692, 36.18513368740815)","(48.59232860655173, 80.25420581228597, 118.12615042318023, 47.23611984366489)","(54.7578769221805, 80.66370142416002, 119.55610177282382, 45.36024017580617)","(54.37192737737535, 85.83032163500526, 122.40505156337954, 45.87827971822025)","(61.53778226683624, 85.09710149504116, 121.01346515599448, 53.03777793636943)","(67.21531158712243, 99.86353578399812, 141.151162118409, 49.79556572141741)","(41.74643895289813, 35.43446248807669, 143.74284480123137, 23.812415684799355)",,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTRODF_0a,CNTNEWS-1_5a,3,"(20, 20, 20, 20)","(25.195411636382303, 21.320536182799856, 21.403040101711817, 20.95819475741211)","(38.18150491088859, 25.676270118674466, 26.024917585866046, 23.946155079795684)","(66.41656180948752, 43.35332733107873, 44.68093258336813, 30.55889212917002)","(59.51577325860729, 67.43235653702536, 71.04185469022984, 43.94370561984304)","(63.29758837513984, 124.60853047387042, 153.33898612452316, 60.96855525246333)","(57.131126326413764, 86.11957382045657, 126.41756937678579, 55.72816045914276)","(49.61911265635703, 82.08746915695528, 123.3503669881815, 44.38631265091926)","(51.25672250423041, 81.94278190871064, 121.25453397867054, 47.35246627518485)","(51.785009470353806, 82.32183402189533, 119.06651095709145, 44.08396946868335)","(51.74546196214527, 82.41531986717129, 117.2071302235631, 47.60897775509451)","(51.725841427297325, 82.46883503996597, 116.43219768230314, 43.69879688235402)","(51.59476289087493, 82.72270126403086, 118.31837320015836, 43.61553481980952)","(50.503162562203094, 80.65618725249233, 118.76766238188868, 49.98781941119936)","(50.090516437422856, 81.22272166073734, 118.71346874619816, 45.134826375230205)","(50.72415373271719, 81.11558747860998, 119.11496738846162, 47.18041006397457)","(50.7617974077342, 77.82300909750509, 119.0603495765716, 45.895620373768104)","(50.7617974077342, 77.82300909750509, 119.0603495765716, 48.19336413076471)","(49.917705132343535, 76.53830712409764, 113.231078737779, 48.38461274734098)","(49.917705132343535, 76.53830712409764, 113.231078737779, 48.38461274734098)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTRODF_0a,CNTNEWS-1_5a,4,"(20, 20, 20, 20)","(25.17507474477831, 21.369809921192317, 21.455392344555555, 20.920234693354725)","(38.06683236535575, 25.896656660107077, 26.26616249674227, 23.76055679101671)","(64.15261076295491, 44.52264792116614, 46.44725097341389, 31.93369936043118)","(57.206160356927185, 66.34225706814495, 75.62101741485394, 43.159331265981294)","(55.692601956680264, 90.96126598825094, 135.71283300887927, 55.48029643046721)","(49.846638244071634, 74.22461934485054, 126.59736035254957, 52.63053305096855)","(59.76497805384547, 85.83822386783841, 127.13254111249087, 54.03203032869772)","(50.897978736302605, 74.16295876929716, 123.69062306942745, 52.73211842390111)","(64.9289047466437, 98.96581147024584, 135.52607818785106, 63.44145936917277)","(53.3137370397646, 77.86789052640266, 128.89079599614587, 46.0018057737407)","(51.956102672738176, 66.87770381865938, 118.6544566358631, 44.78127194687737)","(56.35848996452273, 88.86147425068351, 122.77404273176367, 50.96926690655669)","(44.42260591232112, 68.94873067932772, 121.39036259700359, 43.728466403677395)","(69.83009107001938, 95.3646798255135, 130.37750007003103, 21.774609531049546)","(54.97947797165356, 62.32734583149894, 110.4985884653174, 42.20719948263408)","(48.61789916269269, 80.70967421584547, 118.02469366032207, 47.81819946046804)","(48.61789916269269, 80.70967421584547, 118.02469366032207, 47.81819946046804)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTRODF_0a,CNTNEWS-1_5a,5,"(20, 20, 20, 20)","(25.11487507863012, 21.426615865024615, 21.51574738688641, 21.062123610743775)","(37.71502211073915, 26.17252510057326, 26.559543127498706, 24.404796171005515)","(64.07046830796763, 45.391900342442085, 46.32673688241278, 31.241176700338542)","(57.32111077098627, 69.01526979255291, 73.15999872163235, 44.57649163319142)","(63.53415144227287, 122.52897793214618, 152.7063434455938, 61.749463060552465)","(75.14928026744293, 120.09990675602701, 141.1392307870439, 124.36143579495257)","(55.493569273121835, 29.458495162078748, 149.3178972384547, 40.79121696222154)","(53.18617953366309, 96.03864821828233, 107.36445936459887, 61.16513255449668)","(50.37076048526578, 83.70958659029105, 121.4635663241328, 45.20302574123858)","(49.58616985032563, 67.80671993320226, 125.96398359531088, 57.14281706264383)","(63.630821723930104, 94.40831042813106, 91.26583264986036, 68.87672139494616)","(69.59741196488157, 74.68574462835774, 144.29480420261007, 50.14200555348793)","(0.01, 9.688690767133949, 147.6420231041338, 0.01)","(6.126685838517513, 30.25150944546464, 242.87129487351893, 0.01)","(39.281807045673816, 46.49373293765287, 168.38925157910836, 88.29977935720513)","(0.01, 51.93902351378839, 161.37146982503785, 2.8342744907114508)","(0.01, 143.39531786327225, 110.75235679697718, 0.01)","(55.8049992132514, 63.23751610782365, 291.89936483411554, 50.13125460863756)","(55.8049992132514, 63.23751610782365, 291.89936483411554, 50.13125460863756)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTRODF_0a,CNTNEWS-1_5a,6,"(20, 20, 20, 20)","(25.04193656719803, 21.5203075237971, 21.61529267475197, 21.131877582609416)","(37.19053184915439, 26.69597629771298, 27.123614815535944, 24.762740790204305)","(60.88160227192624, 46.73834677135497, 48.287685882387635, 34.280652353500244)","(52.99554737233473, 65.70114935591145, 78.54663064279214, 47.090433572376604)","(54.93862185395419, 89.50859225650134, 139.1632410048874, 58.32767591709773)","(91.55827504653263, 77.79987874825564, 127.14257613740835, 71.13045642526197)","(42.494400229807844, 75.16183180692592, 123.93857849288308, 51.90326952807406)","(47.94947374869422, 70.82544863536029, 121.72730825815178, 57.80024757303251)","(54.22383085778474, 90.5587098663828, 129.573765832826, 24.542573953651818)","(43.68117499195746, 68.93900568820263, 115.12398021602391, 62.08687284061897)","(60.02615606344418, 84.46477860068873, 133.02918318113396, 58.1704016099521)","(0.01, 97.6990383396344, 188.05657872800134, 28.22492497227072)","(63.59349258915834, 107.40000716782954, 112.48105157383252, 0.01)","(50.02781586187089, 74.9204038076632, 131.44012559531976, 32.051634315344025)","(59.706260000308184, 101.59755186599932, 123.73490443231378, 25.203840695760586)","(0.01, 160.52608516825595, 220.80239364242735, 0.01)","(23.978728801757974, 93.84393953069105, 145.21037252748255, 0.01)","(23.978728801757974, 93.84393953069105, 145.21037252748255, 0.01)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTRODF_0a,CNTNEWS-1_5a,7,"(20, 20, 20, 20)","(24.938414518758343, 21.642071881493006, 21.744664576129416, 21.222531838198826)","(36.53080310187467, 27.397786055823637, 27.857035881238517, 24.831949150023558)","(58.87246657977788, 47.42258240218918, 51.145100703692144, 32.51280963442447)","(52.68681328481013, 75.9647395394369, 73.02303385160357, 45.54780012431569)","(51.774065487809516, 76.07563076710277, 111.74327666272472, 44.3776001963376)","(44.69958178849081, 69.06641399699802, 111.30626563719333, 48.10197031800915)","(50.05877667767024, 73.41131321590167, 112.78212047818518, 45.09010509172472)","(50.05877667767024, 73.41131321590167, 116.0232379826965, 45.09010509172472)","(50.38570912275804, 71.50169663896878, 116.68112318478171, 46.21831518029047)","(49.932547968540696, 71.35012278245364, 116.92782934991082, 46.61828012779693)","(45.78400376787892, 67.7964996744007, 116.17233361976429, 47.36707371776978)","(47.78246284753037, 69.53378888168403, 117.94634662700325, 47.38051074449042)","(50.05877667767024, 73.41131321590167, 116.0232379826965, 45.09010509172472)","(50.05877667767024, 73.41131321590167, 116.0232379826965, 45.09010509172472)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTRODF_0a,CNTNEWS-1_5a,8,"(20, 20, 20, 20)","(25.050516934247558, 21.509655779455734, 21.60397543508918, 21.123947298474807)","(37.20987820142048, 26.67708749546462, 27.091047538764812, 24.762672045525953)","(60.95627807899709, 45.88053328414783, 48.86775032236663, 34.488069476938506)","(55.07249233347121, 67.98621700049225, 77.08136685197937, 47.98561116728263)","(56.37271501203015, 95.88999574198027, 136.4373838662423, 56.21790977367486)","(52.47771190211206, 80.44127268641087, 124.2576427985662, 54.394879353462315)","(53.45939044950358, 80.14078596984243, 120.71751465208801, 48.83387026728694)","(47.95310083261619, 75.38381880279056, 121.88266439857765, 43.62924975899749)","(56.41981840818345, 81.55000101998547, 124.87457200307861, 59.20616660344764)","(73.36050667808942, 95.74308947949429, 150.56609894479186, 62.0242840217442)","(62.366891891971505, 122.80745024661226, 153.67103308701152, 12.8244302103977)","(47.15034273583399, 90.61931998303615, 120.71538050630787, 43.97161582581515)","(57.08991252462089, 67.83966243754364, 119.77735674017467, 54.517489068302886)","(49.56349463995243, 78.21921152381789, 119.88632481323266, 50.82358949104105)","(49.75945418297693, 71.90883951508951, 111.62393141465701, 49.00937133415319)","(53.3868294688557, 77.80363737067566, 125.23900863091136, 57.102704166567136)","(53.3868294688557, 77.80363737067566, 125.23900863091136, 57.102704166567136)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTRODF_0a,CNTNEWS-1_5a,9,"(20, 20, 20, 20)","(24.976451476872256, 21.598700872333715, 21.698583850818896, 21.190241875652344)","(36.85988146378369, 27.006638545130933, 27.453895287270143, 24.97380992231751)","(60.364608999866746, 47.1696485332898, 49.150361115319114, 33.44234928121112)","(53.75559586930133, 64.19563096612771, 81.60291911950003, 44.15404024253486)","(56.38896452100551, 89.14381700324702, 141.4477483357346, 56.821665998423825)","(42.769533480680316, 59.65865782623713, 106.56689555175416, 56.48692539965263)","(52.209465663423316, 82.26248727272741, 123.59176255339368, 48.12747724949895)","(44.855040429981294, 74.45824080074043, 105.17103094290712, 50.63037061838832)","(47.90251771205135, 62.60536893834906, 123.20211310054177, 45.743673757390184)","(51.2525050826594, 75.78999104273852, 120.96102858268277, 50.29013700631223)","(57.50822810178101, 78.41113876024936, 128.08523894306234, 64.32655495168297)","(44.715600955533034, 76.67288388131765, 124.67118135083413, 40.320392959696534)","(49.22800239914021, 74.99610406171207, 123.69577666052834, 50.83611488764623)","(44.370607505970916, 71.50044395341921, 128.21012101610154, 45.90592124546396)","(55.592354622054955, 74.8447532461667, 122.39755313951217, 53.38125514257797)","(52.29519461405156, 91.24450590545484, 113.82245132524692, 53.238667955393765)","(71.18398585881214, 92.34385301679175, 145.5521878571862, 59.303550701167524)","(45.571897052228344, 74.65963031068706, 120.37208212441529, 48.141281845736565)","(57.52089527663634, 82.51206013444683, 127.71651299113063, 60.33656476249402)","(57.52089527663634, 82.51206013444683, 127.71651299113063, 60.33656476249402)",,,,,,,,,,,,,,,,,,,,,,,,,,,
