DesignPt#,lambda,mu,warmup,people,MacroRep#,avg_sojourn_time,avg_waiting_time,frac_cust_wait
0,1.5,2.25,20,50,0,0.9814621160266003,0.5465947664068053,0.6
0,1.5,2.25,20,50,1,1.337703509132686,0.8329244933293191,0.82
0,1.5,2.25,20,50,2,0.5762724352393732,0.24506044041105515,0.52
0,1.5,2.25,20,50,3,1.4420035588899167,1.01891907602914,0.84
0,1.5,2.25,20,50,4,0.7830119711594467,0.40798370665905126,0.58
1,1.5,1.25,20,50,0,5.629626685696807,4.846865456381176,1.0
1,1.5,1.25,20,50,1,12.65198122784793,11.743378999401868,1.0
1,1.5,1.25,20,50,2,3.0534188972023166,2.457237306511344,0.88
1,1.5,1.25,20,50,3,12.450911736648916,11.689359667499513,1.0
1,1.5,1.25,20,50,4,4.163651910997638,3.488601034896927,0.88
2,1.5,1.5,20,50,0,3.053143493629907,2.4008424692002146,0.88
2,1.5,1.5,20,50,1,7.548975388844889,6.791806865139838,1.0
2,1.5,1.5,20,50,2,1.8874081396097955,1.3905901473673188,0.74
2,1.5,1.5,20,50,3,7.178811114545371,6.5441843902542045,1.0
2,1.5,1.5,20,50,4,2.0834991553769453,1.520956758626352,0.82
3,1.5,1.75,20,50,0,1.8808141465182309,1.3216989827213517,0.82
3,1.5,1.75,20,50,1,3.908007883256772,3.259006291509585,1.0
3,1.5,1.75,20,50,2,1.2173735137155137,0.7915295203648189,0.7
3,1.5,1.75,20,50,3,3.4489588850895303,2.904993121411388,1.0
3,1.5,1.75,20,50,4,1.3322611453896416,0.850081948174848,0.64
4,1.5,4.0,20,50,0,0.36802221065945245,0.12340932649831775,0.36
4,1.5,4.0,20,50,1,0.38994616134820215,0.10600796495880821,0.34
4,1.5,4.0,20,50,2,0.2344649101920546,0.04815816310112568,0.26
4,1.5,4.0,20,50,3,0.39908233297221285,0.16109731136302596,0.42
4,1.5,4.0,20,50,4,0.2986457092507264,0.08769231046925409,0.32
5,1.5,5.0,20,50,0,0.2702960598050467,0.0746057524761389,0.3
5,1.5,5.0,20,50,1,0.29820453754650267,0.07105398043498753,0.32
5,1.5,5.0,20,50,2,0.1787397504130605,0.029694352740317356,0.18
5,1.5,5.0,20,50,3,0.27290399554908346,0.08251597826173394,0.32
5,1.5,5.0,20,50,4,0.21093664724935418,0.042173928224176295,0.24
6,1.5,3.5,20,50,0,0.4468701961177251,0.16731261421928548,0.42
6,1.5,3.5,20,50,1,0.4710406915715689,0.1465398956979759,0.5
6,1.5,3.5,20,50,2,0.2830293296115267,0.07010733293617935,0.28
6,1.5,3.5,20,50,3,0.4950118065083447,0.22302892466927396,0.46
