3.225806451612903223e-03,3.225806451612903223e-03,3.225806451612903223e-03,3.225806451612903223e-03,3.225806451612903223e-03,3.225806451612903223e-03,3.225806451612903223e-03,3.225806451612903223e-03,3.225806451612903223e-03,3.225806451612903223e-03,3.225806451612903223e-03,3.010752688172043008e-03,2.795698924731182793e-03,2.580645161290322578e-03,2.365591397849462364e-03,2.150537634408602149e-03,1.935483870967741934e-03,1.720430107526881719e-03,1.505376344086021504e-03,1.290322580645161289e-03
3.225806451612903223e-03,3.440860215053763438e-03,3.440860215053763438e-03,3.440860215053763438e-03,3.440860215053763438e-03,3.440860215053763438e-03,3.440860215053763438e-03,3.440860215053763438e-03,3.440860215053763438e-03,3.440860215053763438e-03,3.225806451612903223e-03,3.010752688172043008e-03,2.795698924731182793e-03,2.580645161290322578e-03,2.365591397849462364e-03,2.150537634408602149e-03,1.935483870967741934e-03,1.720430107526881719e-03,1.505376344086021504e-03,1.290322580645161289e-03
3.225806451612903223e-03,3.440860215053763438e-03,3.655913978494623653e-03,3.655913978494623653e-03,3.655913978494623653e-03,3.655913978494623653e-03,3.655913978494623653e-03,3.655913978494623653e-03,3.655913978494623653e-03,3.440860215053763438e-03,3.225806451612903223e-03,3.010752688172043008e-03,2.795698924731182793e-03,2.580645161290322578e-03,2.365591397849462364e-03,2.150537634408602149e-03,1.935483870967741934e-03,1.720430107526881719e-03,1.505376344086021504e-03,1.290322580645161289e-03
3.225806451612903223e-03,3.440860215053763438e-03,3.655913978494623653e-03,3.870967741935483868e-03,3.870967741935483868e-03,3.870967741935483868e-03,3.870967741935483868e-03,3.870967741935483868e-03,3.655913978494623653e-03,3.440860215053763438e-03,3.225806451612903223e-03,3.010752688172043008e-03,2.795698924731182793e-03,2.580645161290322578e-03,2.365591397849462364e-03,2.150537634408602149e-03,1.935483870967741934e-03,1.720430107526881719e-03,1.505376344086021504e-03,1.290322580645161289e-03
3.225806451612903223e-03,3.440860215053763438e-03,3.655913978494623653e-03,3.870967741935483868e-03,4.086021505376344516e-03,4.086021505376344516e-03,4.086021505376344516e-03,3.870967741935483868e-03,3.655913978494623653e-03,3.440860215053763438e-03,3.225806451612903223e-03,3.010752688172043008e-03,2.795698924731182793e-03,2.580645161290322578e-03,2.365591397849462364e-03,2.150537634408602149e-03,1.935483870967741934e-03,1.720430107526881719e-03,1.505376344086021504e-03,1.290322580645161289e-03
3.225806451612903223e-03,3.440860215053763438e-03,3.655913978494623653e-03,3.870967741935483868e-03,4.086021505376344516e-03,4.301075268817204297e-03,4.086021505376344516e-03,3.870967741935483868e-03,3.655913978494623653e-03,3.440860215053763438e-03,3.225806451612903223e-03,3.010752688172043008e-03,2.795698924731182793e-03,2.580645161290322578e-03,2.365591397849462364e-03,2.150537634408602149e-03,1.935483870967741934e-03,1.720430107526881719e-03,1.505376344086021504e-03,1.290322580645161289e-03
3.225806451612903223e-03,3.440860215053763438e-03,3.655913978494623653e-03,3.870967741935483868e-03,4.086021505376344516e-03,4.086021505376344516e-03,4.086021505376344516e-03,3.870967741935483868e-03,3.655913978494623653e-03,3.440860215053763438e-03,3.225806451612903223e-03,3.010752688172043008e-03,2.795698924731182793e-03,2.580645161290322578e-03,2.365591397849462364e-03,2.150537634408602149e-03,1.935483870967741934e-03,1.720430107526881719e-03,1.505376344086021504e-03,1.290322580645161289e-03
3.225806451612903223e-03,3.440860215053763438e-03,3.655913978494623653e-03,3.870967741935483868e-03,3.870967741935483868e-03,3.870967741935483868e-03,3.870967741935483868e-03,3.870967741935483868e-03,3.655913978494623653e-03,3.440860215053763438e-03,3.225806451612903223e-03,3.010752688172043008e-03,2.795698924731182793e-03,2.580645161290322578e-03,2.365591397849462364e-03,2.150537634408602149e-03,1.935483870967741934e-03,1.720430107526881719e-03,1.505376344086021504e-03,1.290322580645161289e-03
3.225806451612903223e-03,3.440860215053763438e-03,3.655913978494623653e-03,3.655913978494623653e-03,3.655913978494623653e-03,3.655913978494623653e-03,3.655913978494623653e-03,3.655913978494623653e-03,3.655913978494623653e-03,3.440860215053763438e-03,3.225806451612903223e-03,3.010752688172043008e-03,2.795698924731182793e-03,2.580645161290322578e-03,2.365591397849462364e-03,2.150537634408602149e-03,1.935483870967741934e-03,1.720430107526881719e-03,1.505376344086021504e-03,1.290322580645161289e-03
3.225806451612903223e-03,3.440860215053763438e-03,3.440860215053763438e-03,3.440860215053763438e-03,3.440860215053763438e-03,3.440860215053763438e-03,3.440860215053763438e-03,3.440860215053763438e-03,3.440860215053763438e-03,3.440860215053763438e-03,3.225806451612903223e-03,3.010752688172043008e-03,2.795698924731182793e-03,2.580645161290322578e-03,2.365591397849462364e-03,2.150537634408602149e-03,1.935483870967741934e-03,1.720430107526881719e-03,1.505376344086021504e-03,1.290322580645161289e-03
