solver,problem,mrep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTRODF_0a,CNTNEWS-1_5a,0,"(20, 20, 20, 20)","(25.126319133061873, 21.411223755383467, 21.49939361532167, 21.050664097731314)","(37.68996155494277, 26.165329042766018, 26.560875281632, 24.490935943701885)","(62.96537711115952, 45.22053069567025, 47.048555399019875, 33.42287853555863)","(55.892812658361834, 66.19022602497895, 76.91143153411483, 44.37419422938696)","(56.84614012439779, 118.01666897458446, 151.5297960334703, 68.711757815542)","(62.02118678352259, 68.87189494008055, 101.21554790987068, 48.63262398647788)","(53.45763546269671, 79.27032376726822, 131.74284402809513, 56.827788939508494)","(47.20704021952301, 74.6464115431321, 126.8399297216148, 54.69569775212421)","(47.20704021952301, 74.6464115431321, 123.96599965391111, 54.69569775212421)","(46.791362083255756, 73.27673429028316, 122.64856742384757, 53.983041526816756)","(46.347819788661894, 71.66046118792818, 123.3709449847738, 53.002524919510876)","(48.777981455703376, 75.80574484142254, 125.67920220085436, 54.07936730025349)","(51.73684617398408, 79.31489231169304, 133.56591933497185, 55.76371552520137)","(51.73684617398408, 79.31489231169304, 133.56591933497185, 55.76371552520137)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTRODF_0a,CNTNEWS-1_5a,1,"(20, 20, 20, 20)","(25.098405697072515, 21.448420792942514, 21.53891463416234, 21.07835750337033)","(37.31404234457955, 26.507576165060385, 26.9260925572949, 24.82831447143604)","(61.65302418086655, 46.258863218710616, 48.22418347497337, 32.91311025045385)","(55.565216495149684, 68.05424366911213, 78.06746095719899, 42.850451663115024)","(57.05738356228874, 93.78065550586105, 137.10104599816108, 57.75615365501274)","(46.21678818779436, 72.43347256589064, 96.05103344867246, 54.10578409800636)","(54.56477670859969, 73.90726205988953, 124.5581165890184, 45.43069688964267)","(45.26376529159682, 75.14459970116114, 116.58045297563365, 53.1151308341869)","(51.18297781020959, 75.37900589092901, 121.11163023907055, 47.33488030470973)","(49.56179859909761, 75.78804973273768, 121.89021847632596, 47.631341494633304)","(44.77398618668531, 76.31691693123965, 122.277163206827, 48.46389298419602)","(50.04664756335053, 75.03267658054422, 121.01196844688621, 48.44622885108401)","(50.04664756335053, 75.03267658054422, 121.01196844688621, 48.44622885108401)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTRODF_0a,CNTNEWS-1_5a,2,"(20, 20, 20, 20)","(25.146517964322797, 21.38355274361929, 21.469993785414875, 21.030062872378057)","(37.95203476536008, 25.956767745158373, 26.33392432607394, 24.087401375826964)","(64.51210720156311, 44.71511132840816, 46.31471630522495, 30.79016399367462)","(58.75124479478687, 67.60292541390103, 75.81425822673822, 39.4046537503526)","(59.49607864773527, 122.35162026418905, 147.83962495091106, 61.735034526126555)","(48.13492733451092, 72.75036305828118, 111.87678503033274, 60.331946589190785)","(54.638028747194, 81.39733846553014, 124.41828709297586, 51.05741696893941)","(49.09610410728918, 79.64515599856254, 120.44094202886154, 45.624002321541084)","(52.78617029865485, 79.31481833066802, 119.1075226461559, 44.25677469240966)","(52.601215881733346, 80.79509861287919, 119.48861401264844, 45.93907291396136)","(51.34950424337167, 79.33144148535504, 118.49822947733739, 45.894227606846044)","(51.34950424337167, 79.33144148535504, 118.49822947733739, 45.894227606846044)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTRODF_0a,CNTNEWS-1_5a,3,"(20, 20, 20, 20)","(25.195411636382303, 21.320536182799856, 21.403040101711817, 20.95819475741211)","(38.18150491088859, 25.676270118674466, 26.024917585866046, 23.946155079795684)","(66.41656180948752, 43.35332733107873, 44.68093258336813, 30.55889212917002)","(59.51577325860729, 67.43235653702536, 71.04185469022984, 43.94370561984304)","(63.29758837513984, 124.60853047387042, 153.33898612452316, 60.96855525246333)","(57.131126326413764, 86.11957382045657, 126.41756937678579, 55.72816045914276)","(49.61911265635703, 82.08746915695528, 123.3503669881815, 44.38631265091926)","(51.25672250423041, 81.94278190871064, 121.25453397867054, 47.35246627518485)","(51.785009470353806, 82.32183402189533, 119.06651095709145, 44.08396946868335)","(51.74546196214527, 82.41531986717129, 117.2071302235631, 47.60897775509451)","(51.725841427297325, 82.46883503996597, 116.43219768230314, 43.69879688235402)","(51.59476289087493, 82.72270126403086, 118.31837320015836, 43.61553481980952)","(50.503162562203094, 80.65618725249233, 118.76766238188868, 49.98781941119936)","(50.090516437422856, 81.22272166073734, 118.71346874619816, 45.134826375230205)","(52.08277044822415, 80.22763003499817, 117.2173644843561, 44.293345811786004)","(48.282600244385705, 81.97159966912298, 119.24772621767616, 51.250280393535796)","(51.19479774743112, 78.50147216432264, 119.53340580670603, 43.15694730624996)","(51.19479774743112, 78.50147216432264, 119.53340580670603, 43.15694730624996)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTRODF_0a,CNTNEWS-1_5a,4,"(20, 20, 20, 20)","(25.17507474477831, 21.369809921192317, 21.455392344555555, 20.920234693354725)","(38.06683236535575, 25.896656660107077, 26.26616249674227, 23.76055679101671)","(64.15261076295491, 44.52264792116614, 46.44725097341389, 31.93369936043118)","(57.206160356927185, 66.34225706814495, 75.62101741485394, 43.159331265981294)","(55.692601956680264, 90.96126598825094, 135.71283300887927, 55.48029643046721)","(49.846638244071634, 74.22461934485054, 126.59736035254957, 52.63053305096855)","(51.82899109362246, 82.0444269580554, 126.5489085073459, 47.736309397563474)","(49.55662110873784, 78.8444592037877, 125.8809752612115, 47.945330789547505)","(48.403580545972154, 76.20256070432792, 128.63125343541753, 48.08718805517482)","(46.95289160570756, 74.73006698623956, 127.33304179252912, 48.957143662817685)","(51.58637573974723, 78.7489211018543, 124.61267027957214, 47.839486144421635)","(45.718930865968645, 76.2579803425109, 126.26908193891673, 44.160146058579755)","(45.41227341138344, 75.59805522367448, 123.74861735261696, 45.97040391275671)","(45.41227341138344, 75.59805522367448, 123.74861735261696, 45.97040391275671)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTRODF_0a,CNTNEWS-1_5a,5,"(20, 20, 20, 20)","(25.11487507863012, 21.426615865024615, 21.51574738688641, 21.062123610743775)","(37.71502211073915, 26.17252510057326, 26.559543127498706, 24.404796171005515)","(64.07046830796763, 45.391900342442085, 46.32673688241278, 31.241176700338542)","(57.32111077098627, 69.01526979255291, 73.15999872163235, 44.57649163319142)","(63.53415144227287, 122.52897793214618, 152.7063434455938, 61.749463060552465)","(53.988525981846664, 84.52079268770001, 125.57890053560419, 61.85038838119246)","(53.45245961329844, 74.84378061068676, 123.58036895854508, 41.829115674318636)","(48.54083002128535, 75.63641188619724, 118.075652277993, 49.208843511495935)","(47.72042632961143, 74.67542717898652, 121.24949057297194, 43.3266551625525)","(48.19020898109538, 73.9778758491734, 121.14214522012952, 46.399197849674735)","(46.908213528538056, 73.85386764178698, 119.82878270478768, 45.02231190660066)","(50.66726717329445, 74.79088153527306, 120.72768367208623, 49.38470013469514)","(46.336617382951765, 73.97517233640255, 120.72979729761948, 44.78954913279563)","(46.336617382951765, 73.97517233640255, 120.72979729761948, 44.78954913279563)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTRODF_0a,CNTNEWS-1_5a,6,"(20, 20, 20, 20)","(25.04193656719803, 21.5203075237971, 21.61529267475197, 21.131877582609416)","(37.19053184915439, 26.69597629771298, 27.123614815535944, 24.762740790204305)","(60.88160227192624, 46.73834677135497, 48.287685882387635, 34.280652353500244)","(52.99554737233473, 65.70114935591145, 78.54663064279214, 47.090433572376604)","(54.93862185395419, 89.50859225650134, 139.1632410048874, 58.32767591709773)","(48.756803838746535, 75.36023510243548, 126.2613103026299, 57.519637746834796)","(45.77784128160732, 75.72836810985774, 127.01156868849927, 54.67071081169363)","(47.578679789398436, 71.82364389049431, 117.51292822581881, 53.775949909375676)","(43.81493930030996, 70.5218757301935, 123.0023586201054, 54.301072993834424)","(47.88943373291782, 71.62519561961372, 121.6869866404373, 54.29579440217111)","(44.79184460348465, 71.85909127263844, 121.32072496314, 53.6830938400843)","(45.72101822463114, 73.35867550387826, 121.76133962860777, 52.27832745218417)","(47.74319859150167, 71.89522671583994, 121.26589683990247, 52.145343529816486)","(47.74319859150167, 71.89522671583994, 121.26589683990247, 52.145343529816486)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTRODF_0a,CNTNEWS-1_5a,7,"(20, 20, 20, 20)","(24.938414518758343, 21.642071881493006, 21.744664576129416, 21.222531838198826)","(36.53080310187467, 27.397786055823637, 27.857035881238517, 24.831949150023558)","(58.87246657977788, 47.42258240218918, 51.145100703692144, 32.51280963442447)","(52.68681328481013, 75.9647395394369, 73.02303385160357, 45.54780012431569)","(51.774065487809516, 76.07563076710277, 111.74327666272472, 44.3776001963376)","(44.69958178849081, 69.06641399699802, 111.30626563719333, 48.10197031800915)","(50.05877667767024, 73.41131321590167, 112.78212047818518, 45.09010509172472)","(50.05877667767024, 73.41131321590167, 116.0232379826965, 45.09010509172472)","(50.38570912275804, 71.50169663896878, 116.68112318478171, 46.21831518029047)","(50.14990887338672, 72.39130337585745, 117.77291177665077, 47.11164952273151)","(50.14990887338672, 72.39130337585745, 117.77291177665077, 47.11164952273151)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTRODF_0a,CNTNEWS-1_5a,8,"(20, 20, 20, 20)","(25.050516934247558, 21.509655779455734, 21.60397543508918, 21.123947298474807)","(37.20987820142048, 26.67708749546462, 27.091047538764812, 24.762672045525953)","(60.95627807899709, 45.88053328414783, 48.86775032236663, 34.488069476938506)","(55.07249233347121, 67.98621700049225, 77.08136685197937, 47.98561116728263)","(56.37271501203015, 95.88999574198027, 136.4373838662423, 56.21790977367486)","(52.47771190211206, 80.44127268641087, 124.2576427985662, 54.394879353462315)","(53.45939044950358, 80.14078596984243, 120.71751465208801, 48.83387026728694)","(48.61780069010512, 79.64194187503685, 117.53897578218704, 52.36614955171788)","(49.972403981440195, 75.8031571275244, 118.56343222124568, 53.754789734778264)","(50.1536444234674, 75.7084849378025, 119.6502624704715, 51.1021564917373)","(50.1536444234674, 75.7084849378025, 121.7220517131847, 51.1021564917373)","(50.1536444234674, 75.7084849378025, 121.7220517131847, 51.1021564917373)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTRODF_0a,CNTNEWS-1_5a,9,"(20, 20, 20, 20)","(24.976451476872256, 21.598700872333715, 21.698583850818896, 21.190241875652344)","(36.85988146378369, 27.006638545130933, 27.453895287270143, 24.97380992231751)","(60.364608999866746, 47.1696485332898, 49.150361115319114, 33.44234928121112)","(53.75559586930133, 64.19563096612771, 81.60291911950003, 44.15404024253486)","(56.38896452100551, 89.14381700324702, 141.4477483357346, 56.821665998423825)","(42.769533480680316, 59.65865782623713, 106.56689555175416, 56.48692539965263)","(52.209465663423316, 82.26248727272741, 123.59176255339368, 48.12747724949895)","(44.855040429981294, 74.45824080074043, 105.17103094290712, 50.63037061838832)","(47.90251771205135, 62.60536893834906, 123.20211310054177, 45.743673757390184)","(51.2525050826594, 75.78999104273852, 120.96102858268277, 50.29013700631223)","(46.26278001652989, 73.88355385780315, 125.94174484839769, 46.937840937113386)","(45.92249271576175, 71.5507167294681, 125.75632776958267, 51.233584459464005)","(45.92249271576175, 73.84846048646472, 125.75632776958267, 51.233584459464005)","(44.729890756411535, 71.78092151088056, 125.69972519912042, 48.123874213592245)","(44.729890756411535, 71.78092151088056, 125.69972519912042, 48.123874213592245)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
